date,year,month,quarter,department,cost_center,category,budget
2023-05-01,2023,5,Q2,Finance,CC-6001,T&E,43007.39
2023-06-01,2023,6,Q2,Finance,CC-6001,T&E,43053.95
2023-07-01,2023,7,Q3,Finance,CC-6001,T&E,7228.12
2023-08-01,2023,8,Q3,Finance,CC-6001,T&E,9643.89
2023-09-01,2023,9,Q3,Finance,CC-6001,T&E,20808.95
2023-10-01,2023,10,Q4,Finance,CC-6001,T&E,28083.67
2023-11-01,2023,11,Q4,Finance,CC-6001,T&E,15700.05
2023-12-01,2023,12,Q4,Finance,CC-6001,T&E,4807.01
2024-01-01,2024,1,Q1,Finance,CC-6001,T&E,32629.89
2024-02-01,2024,2,Q1,Finance,CC-6001,T&E,17166.69
2024-03-01,2024,3,Q1,Finance,CC-6001,T&E,16038.22
2024-04-01,2024,4,Q2,Finance,CC-6001,T&E,24918.76
2024-05-01,2024,5,Q2,Finance,CC-6001,T&E,34417.0
2024-06-01,2024,6,Q2,Finance,CC-6001,T&E,7238.05
2024-07-01,2024,7,Q3,Finance,CC-6001,T&E,28169.21
2024-08-01,2024,8,Q3,Finance,CC-6001,T&E,32993.07
2024-09-01,2024,9,Q3,Finance,CC-6001,T&E,9963.31
2024-10-01,2024,10,Q4,Finance,CC-6001,T&E,33955.86
2024-11-01,2024,11,Q4,Finance,CC-6001,T&E,5044.28
2024-12-01,2024,12,Q4,Finance,CC-6001,T&E,42074.91
2025-01-01,2025,1,Q1,Finance,CC-6001,T&E,10141.06
2025-02-01,2025,2,Q1,Finance,CC-6001,T&E,26821.72
2025-03-01,2025,3,Q1,Finance,CC-6001,T&E,15141.78
2023-01-01,2023,1,Q1,Finance,CC-6001,Marketing Spend,512318.63
2023-02-01,2023,2,Q1,Finance,CC-6001,Marketing Spend,84279.31
2023-03-01,2023,3,Q1,Finance,CC-6001,Marketing Spend,312550.47
2023-04-01,2023,4,Q2,Finance,CC-6001,Marketing Spend,303222.22
2023-05-01,2023,5,Q2,Finance,CC-6001,Marketing Spend,205571.39
2023-06-01,2023,6,Q2,Finance,CC-6001,Marketing Spend,189183.27
2023-07-01,2023,7,Q3,Finance,CC-6001,Marketing Spend,173515.13
2023-08-01,2023,8,Q3,Finance,CC-6001,Marketing Spend,206992.94
2023-09-01,2023,9,Q3,Finance,CC-6001,Marketing Spend,298880.02
2023-10-01,2023,10,Q4,Finance,CC-6001,Marketing Spend,193218.19
2023-11-01,2023,11,Q4,Finance,CC-6001,Marketing Spend,95515.74
2023-12-01,2023,12,Q4,Finance,CC-6001,Marketing Spend,282028.09
2024-01-01,2024,1,Q1,Finance,CC-6001,Marketing Spend,63585.65
2024-02-01,2024,2,Q1,Finance,CC-6001,Marketing Spend,252004.61
2024-03-01,2024,3,Q1,Finance,CC-6001,Marketing Spend,114088.75
2024-04-01,2024,4,Q2,Finance,CC-6001,Marketing Spend,137286.43
2024-05-01,2024,5,Q2,Finance,CC-6001,Marketing Spend,281689.44
2024-06-01,2024,6,Q2,Finance,CC-6001,Marketing Spend,279789.44
2024-07-01,2024,7,Q3,Finance,CC-6001,Marketing Spend,28159.3
2024-08-01,2024,8,Q3,Finance,CC-6001,Marketing Spend,210055.17
2024-09-01,2024,9,Q3,Finance,CC-6001,Marketing Spend,225849.61
2024-10-01,2024,10,Q4,Finance,CC-6001,Marketing Spend,156376.59
2024-11-01,2024,11,Q4,Finance,CC-6001,Marketing Spend,98322.72
2024-12-01,2024,12,Q4,Finance,CC-6001,Marketing Spend,298030.15
2025-01-01,2025,1,Q1,Finance,CC-6001,Marketing Spend,51501.1
2025-02-01,2025,2,Q1,Finance,CC-6001,Marketing Spend,366298.06
2025-03-01,2025,3,Q1,Finance,CC-6001,Marketing Spend,313528.22
2023-01-01,2023,1,Q1,Finance,CC-6001,Software,44799.91
2023-02-01,2023,2,Q1,Finance,CC-6001,Software,38365.14
2023-03-01,2023,3,Q1,Finance,CC-6001,Software,56921.02
2023-04-01,2023,4,Q2,Finance,CC-6001,Software,126403.24
2023-05-01,2023,5,Q2,Finance,CC-6001,Software,50329.69
2023-06-01,2023,6,Q2,Finance,CC-6001,Software,78688.44
2023-07-01,2023,7,Q3,Finance,CC-6001,Software,49204.4
2023-08-01,2023,8,Q3,Finance,CC-6001,Software,21277.0
2023-09-01,2023,9,Q3,Finance,CC-6001,Software,27776.97
2023-10-01,2023,10,Q4,Finance,CC-6001,Software,48276.45
2023-11-01,2023,11,Q4,Finance,CC-6001,Software,84056.02
2023-12-01,2023,12,Q4,Finance,CC-6001,Software,58230.24
2024-01-01,2024,1,Q1,Finance,CC-6001,Software,35517.4
2024-02-01,2024,2,Q1,Finance,CC-6001,Software,13656.79
2024-03-01,2024,3,Q1,Finance,CC-6001,Software,29741.16
2024-04-01,2024,4,Q2,Finance,CC-6001,Software,39055.33
2024-05-01,2024,5,Q2,Finance,CC-6001,Software,37346.8
2024-06-01,2024,6,Q2,Finance,CC-6001,Software,33980.51
2024-07-01,2024,7,Q3,Finance,CC-6001,Software,13561.75
2024-08-01,2024,8,Q3,Finance,CC-6001,Software,19484.16
2024-09-01,2024,9,Q3,Finance,CC-6001,Software,51568.14
2024-10-01,2024,10,Q4,Finance,CC-6001,Software,53856.09
2024-11-01,2024,11,Q4,Finance,CC-6001,Software,74487.83
2024-12-01,2024,12,Q4,Finance,CC-6001,Software,58032.96
2025-01-01,2025,1,Q1,Finance,CC-6001,Software,60160.11
2025-02-01,2025,2,Q1,Finance,CC-6001,Software,32198.44
2025-03-01,2025,3,Q1,Finance,CC-6001,Software,80484.04
2023-01-01,2023,1,Q1,Finance,CC-6001,Utilities,23533.15
2023-02-01,2023,2,Q1,Finance,CC-6001,Utilities,24435.29
2023-03-01,2023,3,Q1,Finance,CC-6001,Utilities,12021.38
2023-04-01,2023,4,Q2,Finance,CC-6001,Utilities,12589.1
2023-05-01,2023,5,Q2,Finance,CC-6001,Utilities,23937.53
2023-06-01,2023,6,Q2,Finance,CC-6001,Utilities,29097.26
2023-07-01,2023,7,Q3,Finance,CC-6001,Utilities,15851.65
2023-08-01,2023,8,Q3,Finance,CC-6001,Utilities,14198.93
2023-09-01,2023,9,Q3,Finance,CC-6001,Utilities,16558.12
2023-10-01,2023,10,Q4,Finance,CC-6001,Utilities,9807.34
2023-11-01,2023,11,Q4,Finance,CC-6001,Utilities,24442.19
2023-12-01,2023,12,Q4,Finance,CC-6001,Utilities,25624.86
2024-01-01,2024,1,Q1,Finance,CC-6001,Utilities,22137.48
2024-02-01,2024,2,Q1,Finance,CC-6001,Utilities,15190.36
2024-03-01,2024,3,Q1,Finance,CC-6001,Utilities,27939.92
2024-04-01,2024,4,Q2,Finance,CC-6001,Utilities,9619.85
2024-05-01,2024,5,Q2,Finance,CC-6001,Utilities,32065.68
2024-06-01,2024,6,Q2,Finance,CC-6001,Utilities,10787.33
2024-07-01,2024,7,Q3,Finance,CC-6001,Utilities,27410.41
2024-08-01,2024,8,Q3,Finance,CC-6001,Utilities,3349.29
2024-09-01,2024,9,Q3,Finance,CC-6001,Utilities,9617.56
2024-10-01,2024,10,Q4,Finance,CC-6001,Utilities,14223.94
2024-11-01,2024,11,Q4,Finance,CC-6001,Utilities,19568.58
2024-12-01,2024,12,Q4,Finance,CC-6001,Utilities,5099.46
2025-01-01,2025,1,Q1,Finance,CC-6001,Utilities,18451.68
2025-02-01,2025,2,Q1,Finance,CC-6001,Utilities,28070.17
2025-03-01,2025,3,Q1,Finance,CC-6001,Utilities,17295.19
2023-01-01,2023,1,Q1,Finance,CC-6001,Headcount,37.04
2023-02-01,2023,2,Q1,Finance,CC-6001,Headcount,113.93
2023-03-01,2023,3,Q1,Finance,CC-6001,Headcount,30.56
2023-04-01,2023,4,Q2,Finance,CC-6001,Headcount,76.14
2023-05-01,2023,5,Q2,Finance,CC-6001,Headcount,41.73
2023-06-01,2023,6,Q2,Finance,CC-6001,Headcount,23.47
2023-07-01,2023,7,Q3,Finance,CC-6001,Headcount,82.01
2023-08-01,2023,8,Q3,Finance,CC-6001,Headcount,18.12
2023-09-01,2023,9,Q3,Finance,CC-6001,Headcount,95.93
2023-10-01,2023,10,Q4,Finance,CC-6001,Headcount,77.1
2023-11-01,2023,11,Q4,Finance,CC-6001,Headcount,33.79
2023-12-01,2023,12,Q4,Finance,CC-6001,Headcount,38.24
2024-01-01,2024,1,Q1,Finance,CC-6001,Headcount,60.3
2024-02-01,2024,2,Q1,Finance,CC-6001,Headcount,89.81
2024-03-01,2024,3,Q1,Finance,CC-6001,Headcount,59.91
2024-04-01,2024,4,Q2,Finance,CC-6001,Headcount,123.64
2024-05-01,2024,5,Q2,Finance,CC-6001,Headcount,61.12
2024-06-01,2024,6,Q2,Finance,CC-6001,Headcount,103.07
2024-07-01,2024,7,Q3,Finance,CC-6001,Headcount,31.0
2024-08-01,2024,8,Q3,Finance,CC-6001,Headcount,26.17
2024-09-01,2024,9,Q3,Finance,CC-6001,Headcount,61.16
2024-10-01,2024,10,Q4,Finance,CC-6001,Headcount,55.63
2024-11-01,2024,11,Q4,Finance,CC-6001,Headcount,29.87
2024-12-01,2024,12,Q4,Finance,CC-6001,Headcount,12.59
2025-01-01,2025,1,Q1,Finance,CC-6001,Headcount,90.08
2025-02-01,2025,2,Q1,Finance,CC-6001,Headcount,62.56
2025-03-01,2025,3,Q1,Finance,CC-6001,Headcount,59.61
2023-01-01,2023,1,Q1,IT,CC-7001,Salaries,290148.58
2023-02-01,2023,2,Q1,IT,CC-7001,Salaries,819957.04
2023-03-01,2023,3,Q1,IT,CC-7001,Salaries,695596.75
2023-04-01,2023,4,Q2,IT,CC-7001,Salaries,783033.96
2023-05-01,2023,5,Q2,IT,CC-7001,Salaries,894000.47
2023-06-01,2023,6,Q2,IT,CC-7001,Salaries,530679.23
2023-07-01,2023,7,Q3,IT,CC-7001,Salaries,701663.59
2023-08-01,2023,8,Q3,IT,CC-7001,Salaries,1122263.76
2023-09-01,2023,9,Q3,IT,CC-7001,Salaries,826638.12
2023-10-01,2023,10,Q4,IT,CC-7001,Salaries,363171.99
2023-11-01,2023,11,Q4,IT,CC-7001,Salaries,674189.62
2023-12-01,2023,12,Q4,IT,CC-7001,Salaries,670339.77
2024-01-01,2024,1,Q1,IT,CC-7001,Salaries,723357.08
2024-02-01,2024,2,Q1,IT,CC-7001,Salaries,632875.63
2024-03-01,2024,3,Q1,IT,CC-7001,Salaries,1058138.39
2024-04-01,2024,4,Q2,IT,CC-7001,Salaries,696075.09
2024-05-01,2024,5,Q2,IT,CC-7001,Salaries,900492.39
2024-06-01,2024,6,Q2,IT,CC-7001,Salaries,969061.07
2024-07-01,2024,7,Q3,IT,CC-7001,Salaries,732171.33
2024-08-01,2024,8,Q3,IT,CC-7001,Salaries,679368.35
2024-09-01,2024,9,Q3,IT,CC-7001,Salaries,599669.23
2024-10-01,2024,10,Q4,IT,CC-7001,Salaries,449984.12
2024-11-01,2024,11,Q4,IT,CC-7001,Salaries,657419.57
2024-12-01,2024,12,Q4,IT,CC-7001,Salaries,503809.97
2025-01-01,2025,1,Q1,IT,CC-7001,Salaries,773172.41
2025-02-01,2025,2,Q1,IT,CC-7001,Salaries,703211.76
2025-03-01,2025,3,Q1,IT,CC-7001,Salaries,872815.58
2023-01-01,2023,1,Q1,IT,CC-7001,OPEX,49760.66
2023-02-01,2023,2,Q1,IT,CC-7001,OPEX,176882.44
2023-03-01,2023,3,Q1,IT,CC-7001,OPEX,359161.38
2023-04-01,2023,4,Q2,IT,CC-7001,OPEX,94790.62
2023-05-01,2023,5,Q2,IT,CC-7001,OPEX,74912.28
2023-06-01,2023,6,Q2,IT,CC-7001,OPEX,96637.92
2023-07-01,2023,7,Q3,IT,CC-7001,OPEX,77017.65
2023-08-01,2023,8,Q3,IT,CC-7001,OPEX,196576.1
2023-09-01,2023,9,Q3,IT,CC-7001,OPEX,152578.97
2023-10-01,2023,10,Q4,IT,CC-7001,OPEX,47660.78
2023-11-01,2023,11,Q4,IT,CC-7001,OPEX,43472.25
2023-12-01,2023,12,Q4,IT,CC-7001,OPEX,170010.42
2024-01-01,2024,1,Q1,IT,CC-7001,OPEX,187084.88
2024-02-01,2024,2,Q1,IT,CC-7001,OPEX,88327.24
2024-03-01,2024,3,Q1,IT,CC-7001,OPEX,112045.84
2024-04-01,2024,4,Q2,IT,CC-7001,OPEX,51032.78
2024-05-01,2024,5,Q2,IT,CC-7001,OPEX,115427.91
2024-06-01,2024,6,Q2,IT,CC-7001,OPEX,103186.53
2024-07-01,2024,7,Q3,IT,CC-7001,OPEX,72019.7
2024-08-01,2024,8,Q3,IT,CC-7001,OPEX,151420.81
2024-09-01,2024,9,Q3,IT,CC-7001,OPEX,82245.45
2024-10-01,2024,10,Q4,IT,CC-7001,OPEX,155065.28
2024-11-01,2024,11,Q4,IT,CC-7001,OPEX,75699.86
2024-12-01,2024,12,Q4,IT,CC-7001,OPEX,23739.02
2025-01-01,2025,1,Q1,IT,CC-7001,OPEX,67303.51
2025-02-01,2025,2,Q1,IT,CC-7001,OPEX,192445.22
2025-03-01,2025,3,Q1,IT,CC-7001,OPEX,183526.58
2023-01-01,2023,1,Q1,IT,CC-7001,Capex,107421.75
2023-02-01,2023,2,Q1,IT,CC-7001,Capex,58819.02
2023-03-01,2023,3,Q1,IT,CC-7001,Capex,108361.58
2023-04-01,2023,4,Q2,IT,CC-7001,Capex,120517.26
2023-05-01,2023,5,Q2,IT,CC-7001,Capex,25706.95
2023-06-01,2023,6,Q2,IT,CC-7001,Capex,78895.76
2023-07-01,2023,7,Q3,IT,CC-7001,Capex,33681.22
2023-08-01,2023,8,Q3,IT,CC-7001,Capex,75589.94
2023-09-01,2023,9,Q3,IT,CC-7001,Capex,45896.16
2023-10-01,2023,10,Q4,IT,CC-7001,Capex,117175.03
2023-11-01,2023,11,Q4,IT,CC-7001,Capex,31989.87
2023-12-01,2023,12,Q4,IT,CC-7001,Capex,99504.56
2024-01-01,2024,1,Q1,IT,CC-7001,Capex,241015.66
2024-02-01,2024,2,Q1,IT,CC-7001,Capex,138280.92
2024-03-01,2024,3,Q1,IT,CC-7001,Capex,83758.98
2024-04-01,2024,4,Q2,IT,CC-7001,Capex,24179.26
2024-05-01,2024,5,Q2,IT,CC-7001,Capex,148831.9
2024-06-01,2024,6,Q2,IT,CC-7001,Capex,30873.57
2024-07-01,2024,7,Q3,IT,CC-7001,Capex,65727.74
2024-08-01,2024,8,Q3,IT,CC-7001,Capex,132799.1
2024-09-01,2024,9,Q3,IT,CC-7001,Capex,76406.4
2024-10-01,2024,10,Q4,IT,CC-7001,Capex,56815.38
2024-11-01,2024,11,Q4,IT,CC-7001,Capex,11119.34
2024-12-01,2024,12,Q4,IT,CC-7001,Capex,112333.93
2025-01-01,2025,1,Q1,IT,CC-7001,Capex,137294.93
2025-02-01,2025,2,Q1,IT,CC-7001,Capex,25506.21
2025-03-01,2025,3,Q1,IT,CC-7001,Capex,118471.18
2023-01-01,2023,1,Q1,IT,CC-7001,T&E,32935.37
2023-02-01,2023,2,Q1,IT,CC-7001,T&E,33025.41
2023-03-01,2023,3,Q1,IT,CC-7001,T&E,40701.62
2023-04-01,2023,4,Q2,IT,CC-7001,T&E,10536.71
2023-05-01,2023,5,Q2,IT,CC-7001,T&E,13590.06
2023-06-01,2023,6,Q2,IT,CC-7001,T&E,16972.73
2023-07-01,2023,7,Q3,IT,CC-7001,T&E,27513.59
2023-08-01,2023,8,Q3,IT,CC-7001,T&E,20938.34
2023-09-01,2023,9,Q3,IT,CC-7001,T&E,14340.42
2023-10-01,2023,10,Q4,IT,CC-7001,T&E,15477.2
2023-11-01,2023,11,Q4,IT,CC-7001,T&E,11224.57
2023-12-01,2023,12,Q4,IT,CC-7001,T&E,10712.96
2024-01-01,2024,1,Q1,IT,CC-7001,T&E,29847.17
2024-02-01,2024,2,Q1,IT,CC-7001,T&E,8863.93
2024-03-01,2024,3,Q1,IT,CC-7001,T&E,39190.83
2024-04-01,2024,4,Q2,IT,CC-7001,T&E,26243.05
2024-05-01,2024,5,Q2,IT,CC-7001,T&E,26945.73
2024-06-01,2024,6,Q2,IT,CC-7001,T&E,51100.06
2024-07-01,2024,7,Q3,IT,CC-7001,T&E,8984.2
2024-08-01,2024,8,Q3,IT,CC-7001,T&E,27383.38
2024-09-01,2024,9,Q3,IT,CC-7001,T&E,27136.01
2024-10-01,2024,10,Q4,IT,CC-7001,T&E,5778.19
2024-11-01,2024,11,Q4,IT,CC-7001,T&E,14037.36
2024-12-01,2024,12,Q4,IT,CC-7001,T&E,39410.76
2025-01-01,2025,1,Q1,IT,CC-7001,T&E,10440.52
2025-02-01,2025,2,Q1,IT,CC-7001,T&E,9293.69
2025-03-01,2025,3,Q1,IT,CC-7001,T&E,15264.89
2023-01-01,2023,1,Q1,IT,CC-7001,Marketing Spend,276179.73
2023-02-01,2023,2,Q1,IT,CC-7001,Marketing Spend,398092.38
2023-03-01,2023,3,Q1,IT,CC-7001,Marketing Spend,152820.32
2023-04-01,2023,4,Q2,IT,CC-7001,Marketing Spend,223406.58
2023-05-01,2023,5,Q2,IT,CC-7001,Marketing Spend,136956.65
2023-06-01,2023,6,Q2,IT,CC-7001,Marketing Spend,78715.54
2023-07-01,2023,7,Q3,IT,CC-7001,Marketing Spend,297083.94
2023-08-01,2023,8,Q3,IT,CC-7001,Marketing Spend,212828.17
2023-09-01,2023,9,Q3,IT,CC-7001,Marketing Spend,175250.57
2023-10-01,2023,10,Q4,IT,CC-7001,Marketing Spend,100992.27
2023-11-01,2023,11,Q4,IT,CC-7001,Marketing Spend,187939.12
2023-12-01,2023,12,Q4,IT,CC-7001,Marketing Spend,67879.87
2024-01-01,2024,1,Q1,IT,CC-7001,Marketing Spend,38725.81
2024-02-01,2024,2,Q1,IT,CC-7001,Marketing Spend,62240.5
2024-03-01,2024,3,Q1,IT,CC-7001,Marketing Spend,38770.34
2024-04-01,2024,4,Q2,IT,CC-7001,Marketing Spend,125260.08
2024-05-01,2024,5,Q2,IT,CC-7001,Marketing Spend,130138.78
2024-06-01,2024,6,Q2,IT,CC-7001,Marketing Spend,68691.94
2024-07-01,2024,7,Q3,IT,CC-7001,Marketing Spend,54814.05
2024-08-01,2024,8,Q3,IT,CC-7001,Marketing Spend,125590.97
2024-09-01,2024,9,Q3,IT,CC-7001,Marketing Spend,102662.81
2024-10-01,2024,10,Q4,IT,CC-7001,Marketing Spend,112257.74
2024-11-01,2024,11,Q4,IT,CC-7001,Marketing Spend,204095.81
2024-12-01,2024,12,Q4,IT,CC-7001,Marketing Spend,414219.55
2025-01-01,2025,1,Q1,IT,CC-7001,Marketing Spend,310271.42
2025-02-01,2025,2,Q1,IT,CC-7001,Marketing Spend,177326.89
2025-03-01,2025,3,Q1,IT,CC-7001,Marketing Spend,57777.96
2023-01-01,2023,1,Q1,IT,CC-7001,Software,15118.17
2023-02-01,2023,2,Q1,IT,CC-7001,Software,59256.53
2023-03-01,2023,3,Q1,IT,CC-7001,Software,57257.21
2023-04-01,2023,4,Q2,IT,CC-7001,Software,59986.38
2023-05-01,2023,5,Q2,IT,CC-7001,Software,38107.53
2023-06-01,2023,6,Q2,IT,CC-7001,Software,18991.29
2023-07-01,2023,7,Q3,IT,CC-7001,Software,21937.59
2023-08-01,2023,8,Q3,IT,CC-7001,Software,24063.45
2023-09-01,2023,9,Q3,IT,CC-7001,Software,15054.28
2023-10-01,2023,10,Q4,IT,CC-7001,Software,42309.85
2023-11-01,2023,11,Q4,IT,CC-7001,Software,38568.78
2023-12-01,2023,12,Q4,IT,CC-7001,Software,71674.24
2024-01-01,2024,1,Q1,IT,CC-7001,Software,51874.9
2024-02-01,2024,2,Q1,IT,CC-7001,Software,15912.78
2024-03-01,2024,3,Q1,IT,CC-7001,Software,82365.22
2024-04-01,2024,4,Q2,IT,CC-7001,Software,19168.54
2024-05-01,2024,5,Q2,IT,CC-7001,Software,24397.24
2024-06-01,2024,6,Q2,IT,CC-7001,Software,16083.9
2024-07-01,2024,7,Q3,IT,CC-7001,Software,12452.24
2024-08-01,2024,8,Q3,IT,CC-7001,Software,23691.88
2024-09-01,2024,9,Q3,IT,CC-7001,Software,75455.0
2024-10-01,2024,10,Q4,IT,CC-7001,Software,51946.15
2024-11-01,2024,11,Q4,IT,CC-7001,Software,64729.32
2024-12-01,2024,12,Q4,IT,CC-7001,Software,83859.34
2025-01-01,2025,1,Q1,IT,CC-7001,Software,71237.15
2025-02-01,2025,2,Q1,IT,CC-7001,Software,41146.47
2025-03-01,2025,3,Q1,IT,CC-7001,Software,55931.03
2023-01-01,2023,1,Q1,IT,CC-7001,Utilities,16282.92
2023-02-01,2023,2,Q1,IT,CC-7001,Utilities,32474.79
2023-03-01,2023,3,Q1,IT,CC-7001,Utilities,14599.74
2023-04-01,2023,4,Q2,IT,CC-7001,Utilities,14162.53
2023-05-01,2023,5,Q2,IT,CC-7001,Utilities,17481.99
2023-06-01,2023,6,Q2,IT,CC-7001,Utilities,13008.21
2023-07-01,2023,7,Q3,IT,CC-7001,Utilities,12227.05
2023-08-01,2023,8,Q3,IT,CC-7001,Utilities,13328.05
2023-09-01,2023,9,Q3,IT,CC-7001,Utilities,19476.38
2023-10-01,2023,10,Q4,IT,CC-7001,Utilities,4735.78
2023-11-01,2023,11,Q4,IT,CC-7001,Utilities,19373.64
2023-12-01,2023,12,Q4,IT,CC-7001,Utilities,15617.78
2024-01-01,2024,1,Q1,IT,CC-7001,Utilities,28679.82
2024-02-01,2024,2,Q1,IT,CC-7001,Utilities,28298.81
2024-03-01,2024,3,Q1,IT,CC-7001,Utilities,17399.75
2024-04-01,2024,4,Q2,IT,CC-7001,Utilities,8388.83
2024-05-01,2024,5,Q2,IT,CC-7001,Utilities,4337.79
2024-06-01,2024,6,Q2,IT,CC-7001,Utilities,17646.3
2024-07-01,2024,7,Q3,IT,CC-7001,Utilities,19289.95
2024-08-01,2024,8,Q3,IT,CC-7001,Utilities,13007.48
2024-09-01,2024,9,Q3,IT,CC-7001,Utilities,12293.16
2024-10-01,2024,10,Q4,IT,CC-7001,Utilities,16573.88
2024-11-01,2024,11,Q4,IT,CC-7001,Utilities,10070.18
2024-12-01,2024,12,Q4,IT,CC-7001,Utilities,35637.21
2025-01-01,2025,1,Q1,IT,CC-7001,Utilities,7992.71
2025-02-01,2025,2,Q1,IT,CC-7001,Utilities,18871.78
2025-03-01,2025,3,Q1,IT,CC-7001,Utilities,40573.92
2023-01-01,2023,1,Q1,IT,CC-7001,Headcount,114.41
2023-02-01,2023,2,Q1,IT,CC-7001,Headcount,73.06
2023-03-01,2023,3,Q1,IT,CC-7001,Headcount,67.46
2023-04-01,2023,4,Q2,IT,CC-7001,Headcount,50.96
2023-05-01,2023,5,Q2,IT,CC-7001,Headcount,82.5
2023-06-01,2023,6,Q2,IT,CC-7001,Headcount,90.49
2023-07-01,2023,7,Q3,IT,CC-7001,Headcount,51.13
2023-08-01,2023,8,Q3,IT,CC-7001,Headcount,20.3
2023-09-01,2023,9,Q3,IT,CC-7001,Headcount,22.57
2023-10-01,2023,10,Q4,IT,CC-7001,Headcount,97.42
2023-11-01,2023,11,Q4,IT,CC-7001,Headcount,44.66
2023-12-01,2023,12,Q4,IT,CC-7001,Headcount,91.26
2024-01-01,2024,1,Q1,IT,CC-7001,Headcount,83.98
2024-02-01,2024,2,Q1,IT,CC-7001,Headcount,53.79
2024-03-01,2024,3,Q1,IT,CC-7001,Headcount,38.48
2024-04-01,2024,4,Q2,IT,CC-7001,Headcount,108.26
2024-05-01,2024,5,Q2,IT,CC-7001,Headcount,38.99
2024-06-01,2024,6,Q2,IT,CC-7001,Headcount,114.88
2024-07-01,2024,7,Q3,IT,CC-7001,Headcount,51.75
2024-08-01,2024,8,Q3,IT,CC-7001,Headcount,93.78
2024-09-01,2024,9,Q3,IT,CC-7001,Headcount,35.36
2024-10-01,2024,10,Q4,IT,CC-7001,Headcount,52.88
2024-11-01,2024,11,Q4,IT,CC-7001,Headcount,25.29
2024-12-01,2024,12,Q4,IT,CC-7001,Headcount,107.21
2025-01-01,2025,1,Q1,IT,CC-7001,Headcount,109.74
2025-02-01,2025,2,Q1,IT,CC-7001,Headcount,78.46
2025-03-01,2025,3,Q1,IT,CC-7001,Headcount,25.46
